Well_ID,Depth_m,WOB_klbs,RPM,Flow_Rate_gpm,Torque_kftlbs,Mud_Weight_ppg,Formation,Bit_Hours,ROP_m_hr,MSE_psi,Bit_Wear_Norm,Formation_Label,Formation_Chalk,Formation_Claystone,Formation_Dolomite,Formation_Limestone,Formation_Sandstone,Formation_Shale
VOLVE_15_9_F1,2243.84,22.36,85.1,481.4,4.54,10.13,Shale,2.2,24.98,103147.482145042,0.05500000000000001,Shale,False,False,False,False,False,True
VOLVE_15_9_F1,2244.72,22.64,80.3,446.9,5.21,10.27,Shale,2.22,24.48,113938.02383009241,0.05550000000000001,Shale,False,False,False,False,False,True
VOLVE_15_9_F1,2245.11,16.94,89.9,500.6,4.28,10.34,Shale,2.24,23.85,107479.69095638068,0.05600000000000001,Shale,False,False,False,False,False,True
VOLVE_15_9_F1,2245.36,18.88,79.7,437.2,5.67,10.43,Shale,2.28,25.07,120086.8277630923,0.056999999999999995,Shale,False,False,False,False,False,True
VOLVE_15_9_F1,2245.78,19.21,97.4,537.3,6.5,10.41,Shale,2.32,24.83,169732.9050124809,0.057999999999999996,Shale,False,False,False,False,False,True
VOLVE_15_9_F1,2246.22,16.52,60.6,539.4,4.73,10.25,Shale,2.33,24.25,78819.28441138165,0.05825,Shale,False,False,False,False,False,True
VOLVE_15_9_F1,2246.95,18.85,76.3,465.8,5.51,10.4,Shale,2.34,23.18,120826.37347337086,0.058499999999999996,Shale,False,False,False,False,False,True
VOLVE_15_9_F1,2247.59,19.0,115.1,476.6,5.76,10.15,Shale,2.36,25.43,173537.60095945836,0.059,Shale,False,False,False,False,False,True
VOLVE_15_9_F1,2248.42,21.84,75.0,502.2,5.1,9.98,Shale,2.37,26.08,97822.62771308667,0.059250000000000004,Shale,False,False,False,False,False,True
VOLVE_15_9_F1,2249.15,22.02,80.8,407.0,3.64,10.15,Shale,2.38,25.09,78266.17349886785,0.0595,Shale,False,False,False,False,False,True
VOLVE_15_9_F1,2249.68,18.18,71.1,402.0,3.47,10.13,Shale,2.4,22.56,72975.02238427282,0.06,Shale,False,False,False,False,False,True
VOLVE_15_9_F1,2250.53,18.47,89.4,504.8,3.38,10.16,Shale,2.44,23.56,85533.87317796164,0.061,Shale,False,False,False,False,False,True
VOLVE_15_9_F1,2250.86,20.66,73.3,465.5,4.78,10.11,Limestone,2.49,18.17,128473.28799235598,0.06225000000000001,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2251.08,17.54,81.6,445.4,5.08,10.18,Limestone,2.53,16.1,171362.37203292217,0.06325,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2251.35,20.48,97.1,454.9,3.56,10.34,Limestone,2.56,17.57,131068.51634021061,0.064,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2252.13,18.79,73.9,359.1,4.89,10.51,Limestone,2.6,16.1,149449.38352754945,0.065,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2252.7,16.59,96.2,446.9,3.89,9.99,Limestone,2.64,16.44,151518.28424564548,0.066,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2253.03,16.62,96.7,424.4,3.66,10.06,Limestone,2.69,18.14,129913.38029549154,0.06725,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2253.63,22.63,100.2,491.2,4.79,10.13,Limestone,2.73,19.07,167606.36862973424,0.06825,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2253.95,18.62,86.5,494.3,3.63,10.37,Limestone,2.77,17.4,120216.4533537125,0.06925,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2254.71,23.12,133.0,454.5,6.8,10.22,Limestone,2.81,20.47,293933.11267948843,0.07025,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2255.26,17.74,100.2,470.3,4.9,10.14,Limestone,2.84,19.11,171002.00639212862,0.071,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2255.77,19.75,89.2,394.6,6.09,10.36,Limestone,2.86,16.89,214024.11620416565,0.0715,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2256.21,25.01,71.2,478.1,4.79,10.4,Limestone,2.87,19.59,116101.0815098169,0.07175000000000001,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2256.91,16.38,82.9,479.7,4.23,10.25,Limestone,2.9,17.75,131538.84538734562,0.0725,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2257.4,14.29,105.8,504.3,7.12,10.13,Limestone,2.91,17.13,292405.7257081142,0.07275000000000001,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2257.67,22.25,110.0,539.2,3.7,10.29,Limestone,2.93,20.15,134582.90573940272,0.07325000000000001,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2257.97,16.96,106.5,386.8,6.67,10.22,Limestone,2.94,17.0,277905.55703280115,0.0735,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2258.94,18.98,96.1,439.0,7.14,10.22,Limestone,2.96,18.93,241144.39760294306,0.074,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2259.86,17.57,65.5,424.8,5.48,10.18,Limestone,3.01,15.89,150382.21014348022,0.07525,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2260.62,19.71,91.7,461.4,4.75,10.39,Limestone,3.04,17.56,165141.50427052155,0.076,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2261.04,16.67,65.7,455.1,6.2,10.29,Limestone,3.06,16.13,168068.31834664216,0.0765,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2262.01,18.6,62.0,445.2,4.22,10.41,Limestone,3.08,14.31,121797.46355578185,0.077,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2262.84,20.18,87.9,495.6,4.29,10.45,Limestone,3.1,18.11,138690.31647763553,0.0775,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2263.61,16.53,92.2,410.5,4.4,10.32,Limestone,3.14,17.21,156896.47954810024,0.0785,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2264.17,17.31,97.9,412.9,4.34,10.18,Limestone,3.18,17.29,163565.4329350284,0.0795,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2264.59,18.19,91.8,413.6,3.88,10.41,Limestone,3.19,17.9,132518.51931646813,0.07975,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2264.86,15.49,92.3,440.1,6.11,10.32,Limestone,3.22,16.41,228589.6952071944,0.0805,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2265.79,18.01,69.6,405.4,3.74,10.65,Limestone,3.23,15.23,113866.6489179082,0.08075,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2266.35,19.36,82.8,452.6,4.95,10.3,Limestone,3.27,16.18,168631.9867464576,0.08175,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2266.71,18.07,61.7,447.9,2.82,10.36,Limestone,3.31,15.19,76417.60582055613,0.08275,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2267.16,18.39,54.3,423.1,4.51,10.3,Limestone,3.36,17.13,95301.94447318198,0.08399999999999999,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2267.82,19.02,95.4,489.5,3.76,10.24,Limestone,3.38,18.32,130416.26428710703,0.08449999999999999,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2268.16,17.43,73.0,452.2,3.25,10.22,Limestone,3.42,15.6,101345.22581681295,0.08549999999999999,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2269.05,20.8,97.4,497.0,5.2,10.3,Limestone,3.46,17.89,188452.06497490077,0.0865,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2269.85,22.67,101.0,446.7,6.82,10.33,Limestone,3.5,17.81,257347.4906433994,0.0875,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2270.63,17.92,75.0,453.6,5.27,10.43,Limestone,3.52,15.82,166300.77671450088,0.088,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2271.17,20.3,93.2,432.0,5.84,10.3,Limestone,3.55,18.83,192393.3754703699,0.08875,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2271.88,18.49,74.4,454.3,4.62,10.19,Limestone,3.57,16.31,140337.54592033752,0.08925,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2272.54,20.0,56.6,483.0,4.25,10.21,Limestone,3.58,15.33,104600.1803410693,0.0895,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2273.26,23.01,86.2,438.1,6.31,10.06,Limestone,3.62,17.86,202734.69448325032,0.0905,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2273.53,20.37,77.3,475.3,4.32,10.51,Limestone,3.65,17.95,123954.33622191305,0.09125,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2274.06,14.66,77.7,422.0,5.49,10.18,Limestone,3.67,15.6,181923.7199812996,0.09175,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2274.3,20.23,113.9,484.9,7.01,10.4,Limestone,3.71,18.73,283565.70276361593,0.09275,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2274.89,22.18,61.4,431.4,3.91,10.3,Limestone,3.74,16.25,98541.96634583862,0.0935,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2275.36,18.55,90.1,488.6,4.19,10.3,Limestone,3.79,19.78,127125.92551318105,0.09475,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2275.67,21.59,69.4,457.0,4.33,10.24,Limestone,3.83,18.59,107772.33360535004,0.09575,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2275.95,17.38,97.9,515.4,3.27,10.14,Limestone,3.88,19.17,111252.29991066728,0.097,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2276.62,15.39,88.8,408.4,4.15,10.11,Limestone,3.92,14.22,172444.1360204782,0.098,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2276.96,19.46,90.0,395.5,6.66,10.52,Limestone,3.93,17.11,233082.44726490608,0.09825,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2277.9,14.72,70.1,429.9,3.12,10.28,Limestone,3.94,14.2,102585.79621092521,0.0985,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2278.57,18.51,72.8,399.2,6.35,10.43,Limestone,3.99,16.86,182485.31633569807,0.09975,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2279.04,22.33,98.2,399.2,4.96,10.47,Limestone,4.01,19.19,169018.36439109992,0.10024999999999999,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2279.72,14.34,110.9,479.4,7.49,10.2,Limestone,4.03,17.8,310277.7317680282,0.10075,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2279.93,15.92,91.5,454.4,3.99,10.32,Limestone,4.07,15.6,155759.9251063917,0.10175000000000001,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2280.9,16.54,70.8,435.4,4.38,10.27,Limestone,4.08,15.08,136909.94785055425,0.10200000000000001,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2281.49,18.97,89.4,439.1,3.96,10.09,Limestone,4.1,17.95,131364.57303138252,0.1025,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2282.31,18.21,120.7,430.7,4.62,10.23,Limestone,4.13,18.92,196129.39076549897,0.10325,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2282.58,22.63,85.8,520.6,6.93,10.35,Limestone,4.16,19.31,204968.6552600552,0.10400000000000001,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2283.17,21.52,106.2,425.1,6.1,10.19,Limestone,4.19,19.12,225476.31437133643,0.10475000000000001,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2283.76,20.37,73.2,401.7,6.17,10.21,Limestone,4.21,16.97,177173.43820278044,0.10525,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2284.71,19.5,83.7,486.4,3.43,10.24,Limestone,4.24,17.68,108223.5842626649,0.10600000000000001,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2285.37,20.12,93.6,445.9,6.0,10.58,Limestone,4.25,18.54,201597.55577692445,0.10625,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2285.95,16.99,90.2,536.1,3.72,9.99,Limestone,4.29,18.13,123256.91942029852,0.10725,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2286.36,21.29,72.8,433.5,3.4,10.34,Limestone,4.3,16.86,97909.20429233127,0.1075,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2286.83,16.37,72.1,488.4,4.84,10.22,Limestone,4.32,16.14,143930.16547419905,0.10800000000000001,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2287.44,21.24,99.1,497.9,5.67,10.17,Limestone,4.36,18.94,197471.35622906603,0.10900000000000001,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2287.99,22.12,102.2,433.7,5.59,10.22,Limestone,4.38,18.03,210898.66599028042,0.1095,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2288.21,19.68,107.0,424.9,6.24,10.36,Limestone,4.42,17.45,254547.26868184516,0.1105,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2289.07,18.72,111.3,484.2,6.4,10.37,Limestone,4.44,19.19,246935.84605569436,0.11100000000000002,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2289.99,20.16,86.3,477.6,6.87,10.29,Limestone,4.46,17.29,228166.92131535595,0.1115,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2290.3,12.01,79.6,398.2,2.85,10.43,Limestone,4.48,14.53,103939.57572446541,0.11200000000000002,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2290.95,19.92,104.5,409.4,7.16,10.45,Limestone,4.53,17.99,276664.18224799476,0.11325,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2291.23,18.88,95.0,353.1,7.38,10.39,Limestone,4.55,17.89,260691.96683538673,0.11374999999999999,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2291.97,19.04,69.5,478.4,4.32,10.18,Limestone,4.57,17.18,116439.96263653126,0.11425,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2292.39,20.94,68.8,444.1,2.91,10.34,Limestone,4.61,17.26,77431.68382484226,0.11525,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2293.12,18.99,91.6,448.1,3.42,10.34,Limestone,4.63,16.57,125938.36197077419,0.11574999999999999,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2293.9,16.33,81.6,386.9,4.14,10.14,Limestone,4.67,16.04,140210.9119142619,0.11674999999999999,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2294.72,18.83,83.9,410.7,7.37,10.03,Limestone,4.72,17.94,229318.6078201887,0.118,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2295.0,19.35,100.4,435.5,5.27,9.96,Limestone,4.75,16.53,212995.63772794438,0.11875,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2295.94,19.47,95.6,427.7,4.45,10.28,Limestone,4.78,19.17,147777.63251068327,0.11950000000000001,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2296.32,19.59,104.2,459.3,4.5,10.31,Limestone,4.81,20.32,153651.49779151927,0.12025,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2296.55,21.78,55.3,477.9,3.2,10.09,Limestone,4.85,17.15,68934.91327079508,0.12125,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2297.2,16.47,88.1,545.4,5.85,10.42,Limestone,4.88,17.91,191468.97677349063,0.122,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2297.69,19.63,94.7,453.8,5.08,10.29,Limestone,4.9,18.29,175090.37565216536,0.12250000000000001,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2298.56,22.42,61.4,499.2,7.46,10.47,Limestone,4.95,16.97,179715.10574464814,0.12375,Limestone,False,False,False,True,False,False
VOLVE_15_9_F1,2299.4,14.86,74.4,421.4,5.21,10.32,Limestone,5.0,15.0,171943.09120601747,0.125,Limestone,False,False,False,True,False,False
